date,ticker,daily_rating,close,close_5d,rate_of_return_5d,ai_status
2021-11-30,MSFT,1.0,319.8731994628906,324.0628662109375,0.013097898651971716,0
2021-12-01,AAPL,1.0,161.38453674316406,171.48269653320312,0.06257204062933125,0
2021-12-02,AMZN,1.0,171.8679962158203,174.17100524902344,0.013399871319330217,0
2021-12-02,GOOGL,1.0,141.89390563964844,146.53135681152344,0.03268252537675719,0
2021-12-02,META,1.0,308.2368469238281,327.5321044921875,0.06259880270942313,0
2021-12-02,NVDA,1.0,32.06388473510742,30.431055068969727,-0.0509242619734681,0
2021-12-03,GOOGL,1.0,140.93661499023438,146.89163208007812,0.04225315820346883,0
2021-12-06,AAPL,1.0,161.92324829101562,172.12916564941406,0.06302935165959561,0
2021-12-06,META,-1.0,315.6649475097656,332.169677734375,0.052285596974934234,0
2021-12-08,INTC,-1.0,47.99638748168945,46.99471664428711,-0.020869713117148237,0
2021-12-09,AAPL,1.0,170.97337341308594,168.7206573486328,-0.013175829776782699,0
2021-12-10,AAPL,1.0,175.76292419433594,167.62367248535156,-0.0463081263940798,0
2021-12-13,AAPL,1.0,172.12916564941406,166.26222229003906,-0.03408453957956527,0
2021-12-13,AMZN,1.0,169.5675048828125,167.07899475097656,-0.014675631003450443,0
2021-12-14,MSFT,1.0,317.6961975097656,316.68017578125,-0.003198092191469788,0
2021-12-15,AAPL,1.0,175.61598205566406,172.0312042236328,-0.020412594514860282,0
2021-12-20,META,1.0,323.1924133300781,343.818359375,0.06381940043826613,0
2021-12-22,AAPL,1.0,172.0312042236328,174.5386199951172,0.01457535441201032,0
2021-12-27,AMZN,1.0,169.66949462890625,170.4044952392578,0.004331954969036266,0
2021-12-30,TSLA,-1.0,356.7799987792969,354.8999938964844,-0.005269367367130537,0
2021-12-31,TSLA,1.0,352.260009765625,342.32000732421875,-0.028217799823544536,0
2022-01-03,TSLA,1.0,399.9266662597656,352.7066650390625,-0.11807164964096735,0
2022-01-04,AAPL,1.0,176.0077362060547,171.48269653320312,-0.02570932261496754,0
2022-01-04,AMZN,1.0,167.52200317382812,165.36199951171875,-0.012893850486422737,0
2022-01-04,TSLA,1.0,383.1966552734375,354.79998779296875,-0.07410468512624607,0
2022-01-05,INTC,1.0,49.962615966796875,51.69697189331055,0.03471307282361385,0
2022-01-05,NVDA,1.0,27.550630569458008,27.944866180419922,0.01430949502110324,0
2022-01-06,META,1.0,330.1537780761719,324.2152404785156,-0.01798718655367358,0
2022-01-06,MSFT,1.0,303.70489501953125,294.9192810058594,-0.028928127790323804,0
2022-01-06,NVDA,1.0,28.123519897460938,26.52362060546875,-0.05688830195599486,0
2022-01-07,NVDA,1.0,27.194320678710938,26.889909744262695,-0.01119391574603848,0
2022-01-10,AAPL,1.0,168.65208435058594,166.3112030029297,-0.013879943178111793,0
2022-01-10,AMZN,-1.0,161.48599243164062,158.91749572753906,-0.01590538390002368,0
2022-01-10,NVDA,1.0,27.347026824951172,25.85291862487793,-0.05463512394371266,0
2022-01-10,TSLA,1.0,352.7066650390625,343.5033264160156,-0.026093463876072767,0
2022-01-12,MSFT,1.0,307.9526062011719,291.822998046875,-0.05237691719277125,0
2022-01-13,AAPL,1.0,168.65208435058594,159.07302856445312,-0.05679773139488942,0
2022-01-13,INTC,-1.0,50.954994201660156,48.265350341796875,-0.05278469563196713,0
2022-01-13,MSFT,1.0,294.9192810058594,286.43359375,-0.028772914496867988,0
2022-01-14,AAPL,1.0,169.51400756835938,158.29922485351562,-0.06615844245391461,0
2022-01-18,AAPL,1.0,166.3112030029297,156.4971160888672,-0.059010377754826406,0
2022-01-18,AMZN,1.0,158.91749572753906,139.98599243164062,-0.11912787329820582,0
2022-01-18,META,1.0,315.9430236816406,298.0679016113281,-0.05657704310738107,0
2022-01-18,MSFT,1.0,292.83892822265625,279.1379699707031,-0.04678666984307421,0
2022-01-18,TSLA,1.0,343.5033264160156,306.1333312988281,-0.10879078088440063,0
2022-01-19,GOOGL,1.0,134.10325622558594,128.2638702392578,-0.04354395374639689,0
2022-01-19,MSFT,1.0,293.4969482421875,287.091552734375,-0.021824402421134894,0
2022-01-19,TSLA,1.0,331.8833312988281,312.4700012207031,-0.058494441411536924,0
2022-01-20,META,1.0,314.36407470703125,292.59613037109375,-0.06924437646453062,0
2022-01-20,MSFT,1.0,291.822998046875,290.12005615234375,-0.005835530119040548,0
2022-01-21,AAPL,1.0,159.07302856445312,166.83029174804688,0.04876542084851717,0
2022-01-24,AAPL,1.0,158.29922485351562,171.1888427734375,0.08142565405389357,0
2022-01-24,GOOGL,1.0,129.82308959960938,134.28884887695312,0.034398806029934344,0
2022-01-25,AAPL,1.0,156.4971160888672,171.02235412597656,0.09281473294920776,0
2022-01-25,TSLA,-1.0,306.1333312988281,310.4166564941406,0.013991698248405977,0
2022-01-26,META,1.0,292.5861511230469,320.7593994140625,0.09629043679229844,0
2022-01-26,MSFT,1.0,287.091552734375,303.298583984375,0.05645248387017221,0
2022-01-27,GOOGL,1.0,128.03759765625,142.01695251464844,0.10918163972374448,0
2022-01-27,INTC,1.0,44.564754486083984,44.778072357177734,0.0047866946324221695,0
2022-01-27,MSFT,1.0,290.12005615234375,291.4843444824219,0.004702495746663337,0
2022-01-27,TSLA,1.0,276.3666687011719,297.0466613769531,0.07482809983190118,0
2022-01-28,AAPL,1.0,166.83029174804688,169.0631103515625,0.01338377209630316,0
2022-01-28,AMZN,1.0,143.97799682617188,157.63949584960938,0.09488601956263747,0
2022-01-28,GOOGL,1.0,132.35098266601562,142.2184295654297,0.0745551464798287,0
2022-01-28,TSLA,1.0,282.1166687011719,307.7733459472656,0.09094349995061875,0
